Latitude,Longitude,Sample,SiO2,Al2O3,Fe2O3T,MnO,MgO,CaO,Na2O,K2O,TiO2,P2O5,LOI,V,Cr,Co,Ni,Cu,Pb,Zn,Rb,Sr,Cs,Y,Zr,Nb,Ba,Hf,Ta,Th,U,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,SOM_Cluster,Plumbing_System,Geochemical_Group,Province,LaYb,Xwmerckm,Ywmerckm,LaYb10plus,LaYb10minus,HT,LT,X,S1,S2,S3,S4
-22.841109,-42.15,FC-WT-28,47.91,14.58,13.55,0.2,6.99,12.48,2.26,0.27,1.14,0.15,0.61,373,69,,,,,,5,192,,-2596.23490793672,66,9,110,2.1,,1.1,0.3,9.9,19.9,2.43,11,3,1.18,3.8,0.7,4.5,1,2.9,0.43,2.6,0.38,SA3,Serra do Mar dike swarm,LT,Paraná,3.80769230769231,-4692.11653693648,-2596.23490793672,,3.80769230769231,,1.14,-4692.11653693648,,,,
-22.841109,-42.16,CF-TD-08a,49.35,14.93,10.74,0.15,6.88,10.86,2.65,0.73,1.16,0.17,2.06,314,190,,60,,,,20,268,,-2596.23490793672,102,8,376,3,,2.3,0.2,19.7,39.2,4.72,18,4.1,1.37,4.5,0.7,4.4,0.9,2.5,0.36,2.3,0.33,SA3,Serra do Mar dike swarm,LT,Paraná,8.56521739130435,-4693.22973184441,-2596.23490793672,,8.56521739130435,,1.16,-4693.22973184441,,,,
-22.841109,-42.17,FC-WT-31,47.72,14.45,13.47,0.2,6.88,12.39,2.25,0.21,1.14,0.15,1.18,368,67,,,,,,5,189,,-2596.23490793672,69,9,112,2.1,,1.1,0.3,9.9,20,2.48,11.3,3,1.22,3.8,0.7,4.6,1,3,0.44,2.7,0.4,SA3,Serra do Mar dike swarm,LT,Paraná,3.66666666666667,-4694.34292675235,-2596.23490793672,,3.66666666666667,,1.14,-4694.34292675235,,,,
-22.841109,-42.18,CF-TD-08b,49.03,14.92,10.65,0.15,6.78,10.96,2.56,0.78,1.14,0.16,2.06,312,190,,60,,,,20,287,,-2596.23490793672,94,8,343,2.9,,2.1,0.2,18.7,37.1,4.58,17.5,4.1,1.37,4.4,0.7,4.3,0.9,2.5,0.35,2.2,0.33,SA3,Serra do Mar dike swarm,LT,Paraná,8.5,-4695.45612166028,-2596.23490793672,,8.5,,1.14,-4695.45612166028,,,,
-22.841109,-42.19,SQ-TD-01c,54.8,14.98,7.38,0.18,6.76,10.87,2.42,0.88,1.1,0.11,0.4,282,70,,,,,,25,228,,-2596.23490793672,96,7,231,2.5,,3,0.8,14.3,30,3.82,14.9,3.7,1.12,4,0.7,3.8,0.8,2.2,0.32,2,0.3,SA3,Serra do Mar dike swarm,LT,Paraná,7.15,-4696.56931656821,-2596.23490793672,,7.15,,1.1,-4696.56931656821,,,,
-22.841109,-42.2,CF-TD-03d,49.11,12.76,13.9,0.21,6.58,8,3.81,1.22,1.54,0.2,2.62,471,50,,50,,,,43,226,,-2596.23490793672,101,13,319,3.1,,1.3,0.3,12.9,26.9,3.53,14.7,4.2,1.51,5.4,1,6.1,1.3,3.8,0.57,3.7,0.56,SA4,Serra do Mar dike swarm,LT,Paraná,3.48648648648649,-4697.68251147615,-2596.23490793672,,3.48648648648649,,1.54,-4697.68251147615,,,,
-22.841109,-42.21,FC-WT-06,47.52,13.52,14.2,0.21,6.57,11.41,2.5,0.54,1.49,0.19,2.02,428,96,,,,,,13,206,,-2596.23490793672,100,15,161,2.8,,1.7,0.4,13.8,27.8,3.42,15.5,3.9,1.51,4.6,0.9,5.2,1.2,3.2,0.49,2.9,0.44,SA3,Serra do Mar dike swarm,LT,Paraná,4.75862068965517,-4698.79570638408,-2596.23490793672,,4.75862068965517,,1.49,-4698.79570638408,,,,
-22.841109,-42.22,CF-TD-05,47.96,13.08,15.18,0.21,6.52,10.97,2.54,0.46,1.4,0.18,0.77,472,50,,50,,,,14,185,,-2596.23490793672,85,15,166,2.6,,1.5,0.3,13.6,26.9,3.4,13.9,4,1.45,5.2,1,6,1.2,3.7,0.57,3.6,0.54,SA3,Serra do Mar dike swarm,LT,Paraná,3.77777777777778,-4699.90890129201,-2596.23490793672,,3.77777777777778,,1.4,-4699.90890129201,,,,
-22.841109,-42.23,CF-TD-03b,47.85,13.06,14.36,0.22,6.41,11.11,2.55,0.52,1.49,0.19,1.78,461,60,,40,,,,16,207,,-2596.23490793672,94,13,144,2.9,,1.3,0.3,12.8,26.4,3.45,14.3,4,1.46,5.2,1,6,1.3,3.9,0.57,3.7,0.55,SA3,Serra do Mar dike swarm,LT,Paraná,3.45945945945946,-4701.02209619994,-2596.23490793672,,3.45945945945946,,1.49,-4701.02209619994,,,,
-22.841109,-42.24,FC-WT-09,53.06,14.39,8.8,0.16,6.28,10.5,2.51,0.71,1.63,0.16,0.54,304,100,,104,,,,15,246,,-2596.23490793672,122,10,187,3.3,,1.5,0.4,15.6,33.1,4.42,17.9,5.1,1.72,5.5,1,6,1.2,3.4,0.47,2.6,0.41,SA3,Serra do Mar dike swarm,LT,Paraná,6,-4702.13529110788,-2596.23490793672,,6,,1.63,-4702.13529110788,,,,
-22.841109,-42.25,CF-TD-03a,47.5,12.95,15.04,0.24,5.91,10.39,2.95,0.35,1.62,0.22,1.97,487,30,,30,,,,7,187,,-2596.23490793672,105,14,112,3.3,,1.5,0.3,14.2,29.2,3.84,16.3,4.5,1.63,5.8,1.1,6.6,1.4,4.2,0.64,4.1,0.61,SA4,Serra do Mar dike swarm,LT,Paraná,3.46341463414634,-4703.24848601581,-2596.23490793672,,3.46341463414634,,1.62,-4703.24848601581,,,,
-22.841109,-42.26,CF-TD-09,50.79,15.68,10.82,0.17,5.76,10.44,2.27,1.05,1.22,0.16,0.91,292,80,,30,,,,30,248,,-2596.23490793672,104,7,422,3.1,,2.8,0.4,16.5,34.7,4.44,17.8,4.3,1.33,4.8,0.8,5.1,1,3,0.44,2.8,0.41,SA3,Serra do Mar dike swarm,LT,Paraná,5.89285714285714,-4704.36168092374,-2596.23490793672,,5.89285714285714,,1.22,-4704.36168092374,,,,
-22.841109,-42.28,SQ-TD-02,54.05,13.42,12.9,0.19,4.44,8.53,2.65,1.36,1.46,0.2,0.78,379,36,,,,,,46,198,,-2596.23490793672,133,10,296,4,,5,1.3,21.3,44.6,5.67,22.3,5.5,1.58,6,1,5.8,1.2,3.3,0.49,3.1,0.45,SA4,Serra do Mar dike swarm,LT,Paraná,6.87096774193548,-4706.58807073961,-2596.23490793672,,6.87096774193548,,1.46,-4706.58807073961,,,,
-22.75,-41.87,BZ1-2,47.5,14.77,12.46,0.19,7.89,12.75,2.04,0.26,1.31,0.14,1.17,375,,66.1,55.4,,,,9.9,225,,-2585.29606278028,68.8,7.9,101,2.1,0.5,0.9,0.2,9.1,19.4,,12,3.09,1.13,3.65,0.66,3.87,,,0.32,2.19,0.31,SA3,Serra do Mar dike swarm,LT,Paraná,4.15525114155251,-4660.94707951436,-2585.29606278028,,4.15525114155251,,1.31,-4660.94707951436,,,,
-22.75,-41.88,BZ1-13,47.8,15.01,12.37,0.19,7.87,12.98,2.01,0.26,1.29,0.13,1,368,,61.9,52.1,,,,10.3,218.3,,-2585.29606278028,67.4,7.1,101,2.4,0.4,0.8,0.2,8.4,18.9,,11.5,3.04,1.18,3.68,0.65,4.27,,,0.3,2.19,0.3,SA3,Serra do Mar dike swarm,LT,Paraná,3.83561643835616,-4662.0602744223,-2585.29606278028,,3.83561643835616,,1.29,-4662.0602744223,,,,
-22.75,-41.89,BZ2-6,48.2,14.45,12.85,0.2,7.63,12.38,2.09,0.31,1.51,0.15,0.83,417,,59.4,44.3,,,,12.6,232.5,,-2585.29606278028,92.1,9.9,105,2.3,0.8,1.1,0.3,11.5,24.3,,14.9,3.81,1.38,4.43,0.75,4.84,,,0.36,2.27,0.36,SA3,Serra do Mar dike swarm,LT,Paraná,5.06607929515418,-4663.17346933023,-2585.29606278028,,5.06607929515418,,1.51,-4663.17346933023,,,,
-22.75,-41.9,BZ4-3,47.6,14.17,13.77,0.22,6.77,11.83,2.31,0.4,1.31,0.15,1.77,414,,69.4,29.3,,,,10.4,203.9,,-2585.29606278028,81.4,9.4,156,2.1,0.6,1.2,0.4,12.1,24.3,,13.1,3.24,1.26,4.06,0.77,4.56,,,0.44,2.71,0.42,SA3,Serra do Mar dike swarm,LT,Paraná,4.46494464944649,-4664.28666423816,-2585.29606278028,,4.46494464944649,,1.31,-4664.28666423816,,,,
-22.75,-41.91,BZ5-11,47.7,14.38,13.49,0.22,6.84,11.87,2.45,0.38,1.29,0.15,1.25,404,,65.8,28.7,,,,9.8,202.4,,-2585.29606278028,77.1,9.4,120,2.3,0.7,1.3,0.3,11.7,23.2,,12.7,3.37,1.16,3.95,0.74,4.75,,,0.44,2.93,0.43,SA3,Serra do Mar dike swarm,LT,Paraná,3.99317406143345,-4665.3998591461,-2585.29606278028,,3.99317406143345,,1.29,-4665.3998591461,,,,
-22.75,-41.92,BZ7-24,47.7,14.53,13.01,0.2,7.67,12.27,2.28,0.24,1.33,0.14,1.05,400,,56.2,58.5,,,,7.2,215.3,,-2585.29606278028,77.4,8.7,102,2,0.6,0.8,0.2,10.4,21.1,,13.4,3.34,1.21,3.8,0.73,4.48,,,0.38,2.57,0.4,SA3,Serra do Mar dike swarm,LT,Paraná,4.04669260700389,-4666.51305405403,-2585.29606278028,,4.04669260700389,,1.33,-4666.51305405403,,,,
-22.75,-41.93,BZ8-12,48,13.76,14.21,0.22,7.22,11.75,2.41,0.38,1.34,0.15,1.07,423,,63.7,23.7,,,,10.7,216.7,,-2585.29606278028,81.4,9.9,147,2.6,0.6,1,0.3,11.8,24.2,,14,3.35,1.23,4.39,0.78,4.93,,,0.45,2.96,0.44,SA3,Serra do Mar dike swarm,LT,Paraná,3.98648648648649,-4667.62624896196,-2585.29606278028,,3.98648648648649,,1.34,-4667.62624896196,,,,
-22.75,-41.94,BZ8-C1,48,14.43,13.69,0.22,6.88,11.85,2.37,0.4,1.28,0.15,0.97,405,,61.8,32.8,,,,10,198.4,,-2585.29606278028,78.5,9,127,2.4,0.7,1.1,0.3,11.3,23.3,,12.1,3.39,1.17,3.98,0.76,4.81,,,0.43,2.9,0.43,SA3,Serra do Mar dike swarm,LT,Paraná,3.89655172413793,-4668.73944386989,-2585.29606278028,,3.89655172413793,,1.28,-4668.73944386989,,,,
-22.75,-41.95,BZ-13,47.3,14.31,13.27,0.21,6.98,12.18,2.26,0.22,1.2,0.14,1.31,385,,50.9,27.4,,,,4.6,215.7,,-2585.29606278028,65.4,8,104,1.8,0.4,1,0.3,11.6,20.6,,11.5,2.97,1.12,3.57,0.7,4.3,,,0.42,2.44,0.39,SA3,Serra do Mar dike swarm,LT,Paraná,4.75409836065574,-4669.85263877783,-2585.29606278028,,4.75409836065574,,1.2,-4669.85263877783,,,,
-22.75,-41.96,BZ-13C,47.3,14.47,13.23,0.2,7.05,12.25,2.27,0.21,1.17,0.14,1.26,389,,50.2,28.6,,,,4.4,211.2,,-2585.29606278028,62.1,8.3,111,1.8,0.4,1,0.2,10.9,21.5,,11.4,3.03,1.08,3.72,0.69,4.43,,,0.36,2.39,0.39,SA3,Serra do Mar dike swarm,LT,Paraná,4.56066945606695,-4670.96583368576,-2585.29606278028,,4.56066945606695,,1.17,-4670.96583368576,,,,
-22,-41.08,SMM-SV-1,52.99,14.45,11.21,0.18,5.62,10.5,2.46,1.04,1.12,0.17,1.06,307,30,47,30,,,,36,244,,-2495.52539366402,123,8.1,289,3.3,,3.15,0.79,17.2,35.7,4.09,16.4,4.06,1.26,4.66,0.8,4.74,0.95,2.74,0.38,2.37,0.37,SA3,Serra do Mar dike swarm,LT,Paraná,7.25738396624473,,,,7.25738396624473,,1.12,-4573.00468178768,,,,
-22,-41.09,CO-SV-1,52.61,15.28,10.99,0.16,3.23,7.86,3.06,1.63,1.41,0.3,1.44,238,19,47,19,,,,63,272,,-2495.52539366402,180,17.4,428,5.2,,5.22,1.26,27.4,58.1,7.07,26.5,6.05,1.87,6.74,1.13,6.74,1.34,3.8,0.55,3.38,0.52,SA4,Serra do Mar dike swarm,LT,Paraná,8.10650887573964,,,,8.10650887573964,,1.41,-4574.11787669561,,,,
-22,-41.1,CM-SV-2,53.47,13.33,13.3,0.21,4.88,8.61,2.62,1.15,1.46,0.2,0.98,396,19,57,40,,,,43,207,,-2495.52539366402,140,9.7,281,3.8,,4.33,1.36,21.6,44.6,5,20.2,4.83,1.44,5.75,0.96,5.68,1.11,3.11,0.45,2.74,0.43,SA4,Serra do Mar dike swarm,LT,Paraná,7.88321167883212,,,,7.88321167883212,,1.46,-4575.23107160354,,,,
-22,-41.11,CM-SV-1A,51.82,13.29,13.34,0.21,4.77,8.51,2.46,1.18,1.56,0.24,1.64,381,40,48,40,,,,38,225,,-2495.52539366402,170,18.7,384,4.6,,5.08,1.19,25,50.5,5.67,21.3,5.06,1.49,5.77,0.97,5.65,1.13,3.28,0.47,2.87,0.44,SA4,Serra do Mar dike swarm,LT,Paraná,8.71080139372822,,,,8.71080139372822,,1.56,-4576.34426651148,,,,
-22,-41.12,CM-SV-1B,52.69,13.45,13.15,0.2,4.79,8.61,2.66,1.4,1.57,0.24,1.23,381,30,54,30,,,,47,255,,-2495.52539366402,183,15.5,397,4.7,,4.91,1.16,26,53.5,5.99,23.7,5.47,1.64,6.1,1.01,5.96,1.2,3.46,0.49,3.02,0.46,SA4,Serra do Mar dike swarm,LT,Paraná,8.60927152317881,,,,8.60927152317881,,1.57,-4577.45746141941,,,,
-22,-41.13,TM-SV-4,49.87,12.96,13.86,0.19,4.89,8.27,2.64,1.4,2.81,0.38,1.2,387,80,46,30,,,,34,512,,-2495.52539366402,225,18.2,396,5.9,,2.66,0.67,29.4,64.6,7.64,32.1,7.53,2.48,7.87,1.23,6.89,1.29,3.47,0.47,2.84,0.42,SA4,Serra do Mar dike swarm,HT,Paraná,10.3521126760563,,,10.3521126760563,,2.81,,-4578.57065632734,,,,
-22,-41.14,SMM-SV-2,50.69,12.14,14.97,0.2,3.79,7.4,2.6,1.79,3.22,0.58,1.01,356,19,43,30,,,,52,458,,-2495.52539366402,300,33.8,556,7.9,,5.04,1.27,40.6,86.9,10.3,37.2,9.07,2.8,9.23,1.44,7.64,1.41,3.91,0.53,3.16,0.46,SA1,Serra do Mar dike swarm,HT,Paraná,12.8481012658228,,,12.8481012658228,,3.22,,-4579.68385123527,,,,
-22,-41.15,RN-SV-1E,51.71,12.48,15.01,0.19,3.9,7.46,2.64,1.99,3.28,0.57,1.19,362,19,56,40,,,,57,464,,-2495.52539366402,317,34.7,583,8.4,,5.32,1.45,44.6,96.8,11.2,45.6,9.85,3.01,9.72,1.47,8.21,1.53,4.19,0.56,3.44,0.51,SA1,Serra do Mar dike swarm,HT,Paraná,12.9651162790698,,,12.9651162790698,,3.28,,-4580.79704614321,,,,
-22,-41.16,AN-SV-3,50.06,13.03,14.43,0.19,3.84,7.37,2.61,1.73,3.29,0.54,1.58,370,40,59,50,,,,47,519,,-2495.52539366402,313,31,526,8.3,,4.22,1.07,37.4,82.1,9.8,41.4,9.39,2.94,9.64,1.46,8.13,1.49,3.97,0.53,3.12,0.45,SA1,Serra do Mar dike swarm,HT,Paraná,11.9871794871795,,,11.9871794871795,,3.29,,-4581.91024105114,,,,
-22,-41.17,RN-SV-1A,51.37,12.65,15.06,0.17,3.41,7.2,2.68,1.72,3.34,0.57,1.99,379,19,41,30,,,,43,482,,-2495.52539366402,305,33.9,1340,8.1,,5.14,1.26,47,92,11.7,46.8,10.2,3.08,10.5,1.6,8.9,1.63,4.46,0.6,3.62,0.52,SA1,Serra do Mar dike swarm,HT,Paraná,12.9834254143646,,,12.9834254143646,,3.34,,-4583.02343595907,,,,
-22,-41.18,RN-SV-1D,51.31,12.49,15.45,0.21,3.95,7.77,2.7,1.82,3.45,0.56,1.04,404,19,61,19,,,,49,487,,-2495.52539366402,307,27.3,570,7.9,,4.72,1.23,43.9,94.6,11.1,44.9,9.65,3.01,9.69,1.51,8.29,1.53,4.15,0.55,3.36,0.51,SA1,Serra do Mar dike swarm,HT,Paraná,13.0654761904762,,,13.0654761904762,,3.45,,-4584.13663086701,,,,
-22,-41.19,AN-SV-1,50.65,13.2,13.29,0.18,4.11,7.39,2.91,2.14,3.56,0.77,1.77,354,30,44,19,,,,57,687,,-2495.52539366402,372,33.3,750,9.2,,5.57,1.4,57.1,123,14.4,57.5,12.1,3.88,11.6,1.69,9.09,1.64,4.34,0.57,3.36,0.48,SA1,Serra do Mar dike swarm,HT,Paraná,16.9940476190476,,,16.9940476190476,,3.56,,-4585.24982577494,,,,
-22,-41.2,VL-SV-2,51.43,12.21,15.13,0.2,3.36,7.15,2.83,2.16,3.67,0.65,1.26,412,19,53,19,,,,61,470,,-2495.52539366402,365,31.6,655,9.1,,5.92,1.53,51.7,111,13,49.1,11.1,3.37,11.3,1.78,9.32,1.69,4.67,0.64,3.74,0.55,SA1,Serra do Mar dike swarm,HT,Paraná,13.8235294117647,,,13.8235294117647,,3.67,,-4586.36302068287,,,,
-22,-41.21,TM-SV-2,47.87,12.84,14.97,0.19,5.19,8.68,2.39,1.53,3.99,0.63,1.36,472,60,64,80,,,,39,649,,-2495.52539366402,228,28.2,483,6.5,,3.88,0.97,37.9,82.6,9.78,40.6,8.92,2.93,8.74,1.31,7.14,1.3,3.45,0.47,2.78,0.43,SA1,Serra do Mar dike swarm,HT,Paraná,13.6330935251799,,,13.6330935251799,,3.99,,-4587.4762155908,,,,
-22,-41.22,TR-SV-1A,47.72,12.67,14.28,0.22,4.6,8.81,2.75,1.19,4,0.78,2.14,427,19,50,30,,,,20,704,,-2495.52539366402,273,33.7,392,7.1,,3.89,0.95,47,99.3,13.2,49.7,10.7,3.45,9.82,1.42,7.39,1.29,3.45,0.45,2.62,0.37,SA1,Serra do Mar dike swarm,HT,Paraná,17.9389312977099,,,17.9389312977099,,4,,-4588.58941049874,,,,
-22,-41.23,PS-SV-3,48.16,12.66,14.72,0.19,4.84,7.77,3.12,1.69,4.01,0.66,1.83,444,30,44,40,,,,48,649,,-2495.52539366402,261,29.5,577,7,,3.5,0.86,36.3,81.4,9.78,40.6,8.99,2.94,8.7,1.34,6.35,1.23,3.24,0.44,2.48,0.36,SA1,Serra do Mar dike swarm,HT,Paraná,14.6370967741935,,,14.6370967741935,,4.01,,-4589.70260540667,,,,
-22,-41.24,D8-SV-3,48.33,12.54,13.94,0.18,4.52,8.14,2.44,1.89,4.03,0.78,1.09,421,30,47,40,,,,46,949,,-2495.52539366402,277,38.5,653,7.5,,4.64,1.16,46.9,101,12,43.6,10.1,3.29,9.44,1.33,6.76,1.15,3.05,0.4,2.28,0.32,SA1,Serra do Mar dike swarm,HT,Paraná,20.5701754385965,,,20.5701754385965,,4.03,,-4590.8158003146,,,,
-22,-41.25,CO-SV-3,49.87,12.36,15.3,0.21,5.03,8.24,2.65,1.83,4.13,0.69,0.62,464,100,45,40,,,,45,546,,-2495.52539366402,314,26.9,517,8.2,,3.56,0.85,42.5,94.1,11.3,44,10.4,3.41,10.6,1.68,8.59,1.53,4.09,0.56,3.24,0.46,SA1,Serra do Mar dike swarm,HT,Paraná,13.1172839506173,,,13.1172839506173,,4.13,,-4591.92899522253,,,,
-22,-41.26,DB-SV-5,47.72,12.6,14.94,0.2,4.88,8.72,2.82,1.25,4.18,0.69,1.86,446,30,47,19,,,,26,679,,-2495.52539366402,265,24.7,492,6.9,,3.2,0.82,38.5,85,10.2,38.4,9.33,3.17,9.52,1.4,7.35,1.3,3.46,0.45,2.56,0.37,SA1,Serra do Mar dike swarm,HT,Paraná,15.0390625,,,15.0390625,,4.18,,-4593.04219013047,,,,
-22,-41.27,DB-SV-2,48.67,12.15,15.89,0.22,4.58,8.37,2.65,1.65,4.24,0.89,1.13,445,50,56,19,,,,35,616,,-2495.52539366402,301,27.5,533,7.8,,3.26,0.8,42.6,95.4,11.6,46.1,10.8,3.56,10.9,1.67,8.35,1.47,3.91,0.52,2.98,0.42,SA1,Serra do Mar dike swarm,HT,Paraná,14.2953020134228,,,14.2953020134228,,4.24,,-4594.1553850384,,,,
-22,-41.28,DB-SV-6,47.37,12.23,15.51,0.2,5.36,8.83,2.55,1.29,4.3,0.6,1.88,497,50,48,50,,,,33,656,,-2495.52539366402,236,29.4,434,6.6,,2.98,0.78,32.7,72.9,8.76,32.7,8.19,2.8,8.21,1.25,6.42,1.13,2.96,0.39,2.35,0.33,SA1,Serra do Mar dike swarm,HT,Paraná,13.9148936170213,,,13.9148936170213,,4.3,,-4595.26857994633,,,,
-22.15,-42,AN0759,50.67,13.11,14.4,0.25,4.03,6.89,2.89,1.92,3.5,0.55,1.86,390,,66,104,,6.5,,43,646,,-2513.44055049743,288,25,629,7.59,2.08,4.7,1.18,43.71,93.33,11.64,50.41,11,3.57,10.46,1.59,8.85,1.66,4.33,0.6,3.65,0.48,SA1,Serra do Mar dike swarm,HT,Paraná,11.9753424657534,-4675.41861331749,-2513.44055049743,11.9753424657534,,3.5,,-4675.41861331749,,,,
-22.15,-42.01,AN075Q,50.12,13.1,13.03,0.17,3.95,7.64,2.96,1.65,3.53,0.55,1.87,387,,81,67,,7.07,,76,721,,-2513.44055049743,285,25,648,7.29,2.1,4.63,1.61,41.09,88.82,11.34,47.73,10.19,3.34,9.5,1.41,7.98,1.47,3.85,0.52,3.32,0.43,SA1,Serra do Mar dike swarm,HT,Paraná,12.3765060240964,-4676.53180822542,-2513.44055049743,12.3765060240964,,3.53,,-4676.53180822542,,,,
-22.15,-42.02,ANSV1,50.65,13.2,13.29,0.18,4.11,7.39,2.91,2.14,3.56,0.77,1.77,354,30,44,19,,8,,57,687,,-2513.44055049743,372,33.3,750,9.2,2.22,5.57,1.4,57.1,123,14.4,57.5,12.1,3.88,11.6,1.69,9.09,1.64,4.34,0.57,3.36,0.48,SA1,Serra do Mar dike swarm,HT,Paraná,16.9940476190476,-4677.64500313336,-2513.44055049743,16.9940476190476,,3.56,,-4677.64500313336,,,,
-22.15,-42.03,ANSV3,50.06,13.03,14.43,0.19,3.84,7.37,2.61,1.73,3.29,0.54,1.58,370,40,59,50,,17,,47,519,,-2513.44055049743,313,31,526,8.3,2.1,4.22,1.07,37.4,82.1,9.8,41.4,9.39,2.94,9.64,1.46,8.13,1.49,3.97,0.53,3.12,0.45,SA1,Serra do Mar dike swarm,HT,Paraná,11.9871794871795,-4678.75819804129,-2513.44055049743,11.9871794871795,,3.29,,-4678.75819804129,,,,
-22.15,-42.04,BGTD01a,51.88,14.3,9.74,0.19,7.14,11.57,2.35,0.45,1.15,0.13,0.6,312,40,41,50,,,,15,222,,-2513.44055049743,89,10,170,2.6,,2.2,,12.7,26.7,3.46,14.9,3.7,1.22,4,0.7,4.3,0.8,2.3,0.35,2.3,0.32,SA3,Serra do Mar dike swarm,LT,Paraná,5.52173913043478,-4679.87139294922,-2513.44055049743,,5.52173913043478,,1.15,-4679.87139294922,,,,
-22.15,-42.05,BGTD01b,52.82,13.82,9.78,0.18,6.76,10.95,2.24,0.59,1.14,0.14,0.46,302,20,38,40,,,,18,215,,-2513.44055049743,96,9,212,2.7,,2.4,,15.7,31.8,4.26,16.9,4.1,1.34,4.3,0.8,4.6,0.9,2.5,0.38,2.4,0.35,SA3,Serra do Mar dike swarm,LT,Paraná,6.54166666666667,-4680.98458785715,-2513.44055049743,,6.54166666666667,,1.14,-4680.98458785715,,,,
-22.15,-42.06,BGTD02a,48.68,12.5,15.01,0.2,4.76,8.15,2.65,1.53,4.05,0.66,1.52,422,19,27,30,,,,41,665,,-2513.44055049743,243,24,516,6.4,,3.1,,39.3,82.8,11.5,47.7,10.8,3.62,9.8,1.5,7.8,1.4,3.7,0.49,2.9,0.4,SA1,Serra do Mar dike swarm,HT,Paraná,13.551724137931,-4682.09778276509,-2513.44055049743,13.551724137931,,4.05,,-4682.09778276509,,,,
-22.15,-42.07,BGTD02b,49.44,12.3,14.38,0.2,4.69,8.54,2.51,1.4,3.81,0.67,1.16,393,19,27,19,,,,31,606,,-2513.44055049743,239,25,492,6.4,,3.1,,39.1,82.4,11.7,48,10.8,3.63,9.7,1.5,7.8,1.3,3.5,0.48,2.9,0.39,SA1,Serra do Mar dike swarm,HT,Paraná,13.4827586206897,-4683.21097767302,-2513.44055049743,13.4827586206897,,3.81,,-4683.21097767302,,,,
-22.15,-42.08,BGTD03,54.47,12.4,11.45,0.2,3.25,7.42,2.86,2.16,3.37,0.53,0.67,355,19,25,40,,,,58,447,,-2513.44055049743,340,33,662,9,,6.1,,50,106,13.8,59,13.2,3.96,12.9,1.9,10,1.7,4.6,0.66,4,0.55,SA2,Serra do Mar dike swarm,HT,Paraná,12.5,-4684.32417258095,-2513.44055049743,12.5,,3.37,,-4684.32417258095,,,,
-22.15,-42.09,BGTD04a,51.19,12.94,13.45,0.18,4.11,7.25,3.13,1.98,3.7,0.59,1.46,395,19,23,80,,,,50,599,,-2513.44055049743,294,30,659,8,,5.5,,44.8,95.6,12.3,51,11,3.57,10.7,1.5,7.8,1.3,3.6,0.48,3.1,0.42,SA1,Serra do Mar dike swarm,HT,Paraná,14.4516129032258,-4685.43736748888,-2513.44055049743,14.4516129032258,,3.7,,-4685.43736748888,,,,
-22.15,-42.1,BGTD04b,50.15,12.86,14.01,0.18,4.34,7.35,3.22,1.92,3.87,0.58,1.45,416,19,25,80,,,,54,596,,-2513.44055049743,290,30,651,7.5,,5,,41.9,88.7,11.4,48,10.4,3.37,9.9,1.5,7.5,1.2,3.4,0.47,2.9,0.4,SA1,Serra do Mar dike swarm,HT,Paraná,14.448275862069,-4686.55056239682,-2513.44055049743,14.448275862069,,3.87,,-4686.55056239682,,,,
-22.15,-42.11,BM1B,51.98,13.09,11.06,0.15,3.55,6.93,2.75,2.08,3.49,0.49,3.01,351,,149,39,,,,78,663,,-2513.44055049743,285,25,3210,7.38,2.27,5.29,1.31,41.29,88.59,10.8,45.84,9.7,3.12,8.88,1.39,7.62,1.37,3.68,0.5,3.15,0.41,SA1,Serra do Mar dike swarm,HT,Paraná,13.1079365079365,-4687.66375730475,-2513.44055049743,13.1079365079365,,3.49,,-4687.66375730475,,,,
-22.15,-42.12,CAB25,52.91,14.24,11.27,0.18,6.4,9.79,2.37,1.12,1.21,0.18,0.53,290,99,222,44,,8,,41,240,,-2513.44055049743,109,10,267,3.3,1.9,3.7,0.9,17.6,37.5,4.35,18.4,4.1,1.34,4.1,0.8,4.6,1,2.8,0.42,2.4,0.35,SA3,Serra do Mar dike swarm,LT,Paraná,7.33333333333333,-4688.77695221268,-2513.44055049743,,7.33333333333333,,1.21,-4688.77695221268,,,,
-22.15,-42.13,CFTD01,47.33,14.92,11.98,0.18,7.23,13.36,2.05,0.28,1.25,0.13,0.91,352,110,46,70,,,,10,186,,-2513.44055049743,62,8,85,2.1,,0.8,0.2,8.4,18.1,2.51,11,3.2,1.2,4,0.7,4.2,0.8,2.5,0.36,2.3,0.33,SA3,Serra do Mar dike swarm,LT,Paraná,3.65217391304348,-4689.89014712062,-2513.44055049743,,3.65217391304348,,1.25,-4689.89014712062,,,,
-22.15,-42.14,CFTD02b,47.37,13.95,13.4,0.21,7.51,12.67,2.12,0.25,1.23,0.15,1.1,397,110,48,70,,,,9,163,,-2513.44055049743,66,9,96,2.1,,0.9,0.2,9.3,19.7,2.63,11.3,3.3,1.25,4.4,0.8,4.9,1,3.1,0.45,2.9,0.43,SA3,Serra do Mar dike swarm,LT,Paraná,3.20689655172414,-4691.00334202855,-2513.44055049743,,3.20689655172414,,1.23,-4691.00334202855,,,,
